Name,1,2,3,5,1_1,6,7,7b,19,21a,21b,21c,Tested By,Known Issues
Scooby-Doo! Mystery Mayhem,untested,in-game,untested,untested,untested,untested,in-game,untested,untested,untested,in-game,in-game,LazyIllusion,"Everything looks normal until you actually try to get into the game, where once you start a new game, you will instantly be met with a “This Original Xbox game has encountered a problem and can’t continue” message seconds after you started a new game."
Scooby-Doo! Night of 100 Frights,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,"Game crashes on the final boss, making it impossible to complete the game on this version."
Scooby-Doo! Unmasked,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,ItsAshleyFTW,Runs perfectly until you get into the first level. You can't move the character with the thumbstick or D-pad. Sliding around with B works but can make some parts very challenging.
Scrapland,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Sea World: Shamu’s Deep Sea Adventures,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Framerater,Runs fine.
SeaBlade,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Second Sight,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,playable,in-game,in-game,in-game,"LazyIllusion, Mr.SuS.60, Morrigan0001",xefu2019 fixes the menu but requires a rock candy controller to play xefu2021c fixes the controller issue but menu is invisible all the others have both issues
Secret Weapons Over Normandy,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,playable,unplayable,unplayable,unplayable,unplayable,unplayable,Derf,Playable with Config Loader xefu7 using backported config from xefutitle2021.xex. Hangs on Xbox logo in all other cases.
Sega GT 2002,untested,untested,untested,untested,playable,untested,supported,untested,untested,untested,untested,playable,Sunnie64,None
Sega GT Online,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Stikmars,Local only
Sega Soccer Slam,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Sensible Soccer 2006,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"Imadummy, szymmirr","Hangs on Xbox logo on NTSC console, plays fine on PAL console (with minor graphical glitches in menus)"
Sentou Yousei Yukikaze: Yousei No Mau Sora,untested,untested,untested,untested,untested,untested,menus,untested,untested,untested,untested,untested,Imadummy,Long delays when loading menus. Freezes when mission starts
Serious Sam,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,LazyIllusion,"The effect used to teleport enemies to the map can glitch out, Sometimes when using a serious bomb the game crashes"
Serious Sam II,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,LazyIllusion,Corrupts the xbox logo then turns off xbox 360
Shadow of Memories,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Shadow Ops: Red Mercury,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
Shadow the Hedgehog,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"subrussian, /u/maty15987, LazyIllusion, Morrigan0001","Game crashes randomly with a fatal crash intercepted error and takes you to the dashboard, levels like lost impact work without issue when replaying them via level replay."
Shadowrun,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,szymmirr,Freezes on black screen after Xbox logo
Shark Tale,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,Unknown,None
Shattered Union,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
ShellShock: Nam ’67,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/RDR007,None
Shenmue II,untested,untested,untested,untested,untested,supported,playable,untested,untested,untested,untested,untested,LazyIllusion,Trying to play space harrier and hang-on will crash the game
Shikigami no Shiro,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,/u/maty15987,Freeze at Xbox start screen
Shikigami no Shiro Evolution,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,untested,untested,unplayable,"Imadummy, Broken Scholar","Crashes to dashboard, ""not supported"" prompt briefly appears and hangs on Xbox logo with xefu2019 and xefu2021c."
Shikigami no Shiro II,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,untested,untested,unplayable,"/u/maty15987, Broken Scholar","Crashes to dashboard, ""not supported"" prompt briefly appears and hangs on Xbox logo with xefu2019 and xefu2021c."
Shinchou Mahjong (Nobunaga Mahjong),untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Shin Megami Tensei Nine,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
Showdown: Legends of Wrestling,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Shrek,playable,playable,playable,playable,playable,playable,in-game,in-game,playable,playable,playable,playable,"@oreos420#6530, @JohnVeness#7994, RollPlayStation","No matter which xefu is used, the game suffers from major slowdown in larger areas, and loading animation never shows. On xefu1, 1_1, 5, and 6, Shrek's character model has shadow glitches. On xefu7 and 7b, texture issues and worst slowdown."
Shrek 2,untested,untested,untested,untested,untested,supported,untested,untested,unplayable,unplayable,unplayable,unplayable,LazyIllusion,None
Shrek SuperSlam,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"ItsAshleyFTW, /u/maty15987","Flickering intro video (NTSC), crashes at loading (PAL)."
Shrek: Super Party,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
Sid Meier’s Pirates!,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,"While sailing on the world map, there are occasional choppy animations. The German version of the game has a bug that doesn't allow dividing the plunder, making the game unbeatable. 2K never fixed the bug on Xbox One. The game did not get sold as a Xbox Original in Germany."
Silent Hill 2: Restless Dreams,playable,playable,playable,playable,playable,supported,playable,playable,playable,playable,playable,playable,"/u/maty15987, Skeledon","PAL version will only display a Black Screen (tested on every xefu). NTSC version is playable on every xefu, but expect texture and graphical issues. James' flashlight will always shine through his back."
Silent Hill 4: The Room,untested,untested,supported,untested,playable,untested,untested,untested,untested,untested,untested,in-game,"/u/maty15987, Remousa, HERSXYBACON, Skeledon","When characters face are moving visible black tears appear on their faces, Use xefu1_1 to fix the issue, xefu2021c: cutscenes are shaking and ín-game cutscenes are blurry. xefu1_1: has lags in pre-rendered cutscenes, the game also starts to slow down when too many enemies appear on screen at once."
Silent Scope Complete,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/omegatheboss,Silent Scope 1 and 3 are completely playable. Silent Scope 2 has textures missing and slow framerate.
Ski Racing 2005 Featuring Hermann Maier,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Imadummy,None
Ski Racing 2006,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Slam Tennis,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Smashing Drive,untested,untested,supported,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Sneak King,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Sneakers,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Sniper Elite,menus,playable,playable,playable,menus,playable,playable,playable,untested,untested,untested,untested,"/u/maty15987, OddbOd","Freeze at level select (PAL), NTSC version works fine"
Soldier of Fortune II: Double Helix,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
